ano,regiao,uf,cod_municipio,municipio,dependencia,escolaridade,num_docentes,perc_rais,remuneracao_q1,remuneracao_mediana,remuneracao_media,remuneracao_q3,remuneracao_desvio_padrao,carga_horaria_media,remuneracao_40h
2020,Nordeste,RN,2406502.0,Lagoa Nova,Municipal,Total,129.0,97.67442,3437.13,3954.27,3566.453,4301.14,1140.826,31.63065,4510.124
2020,Nordeste,RN,2406502.0,Lagoa Nova,Municipal,Superior,119.0,97.47899,3437.13,3954.52,3638.269,4304.66,1105.346,31.48906,4621.629
2020,Nordeste,RN,2406502.0,Lagoa Nova,Municipal,Sem Superior,10.0,100.0,1072.234,3297.72,2641.335,3618.92,1185.676,33.45455,3158.118
2020,Nordeste,RN,2406601.0,Lagoa Salgada,Municipal,Total,105.0,84.7619,895.7,5031.53,4213.648,6344.01,2519.017,32.58283,5172.844
2020,Nordeste,RN,2406601.0,Lagoa Salgada,Municipal,Superior,60.0,96.66667,4420.49,6004.64,5336.885,6661.25,1969.079,31.30091,6820.102
2020,Nordeste,RN,2406601.0,Lagoa Salgada,Municipal,Sem Superior,45.0,68.88889,895.7,895.7,1635.725,1044.14,1571.245,35.52494,1841.777
2020,Nordeste,RN,2406700.0,Lajes,Municipal,Total,85.0,89.41176,2481.38,2603.18,3044.538,3520.71,916.0322,34.95921,3483.532
2020,Nordeste,RN,2406700.0,Lajes,Municipal,Superior,74.0,91.89189,2481.38,2802.595,3105.241,4020.63,935.5083,34.95438,3553.479
2020,Nordeste,RN,2406700.0,Lajes,Municipal,Sem Superior,11.0,72.72727,2339.54,2481.38,2531.718,2862.365,490.2686,35.0,2893.391
2020,Nordeste,RN,2406809.0,Lajes Pintadas,Municipal,Total,52.0,84.61538,933.53,2545.86,2217.33,3859.36,1360.297,30.44444,2913.281
2020,Nordeste,RN,2406809.0,Lajes Pintadas,Municipal,Superior,33.0,96.9697,2485.245,2599.095,2748.867,3859.36,1239.246,30.625,3590.357
2020,Nordeste,RN,2406809.0,Lajes Pintadas,Municipal,Sem Superior,19.0,63.15789,687.5,933.53,908.9315,933.53,466.5116,30.0,1211.909
2020,Nordeste,RN,2406908.0,Lucrécia,Municipal,Total,36.0,63.88889,4159.345,4424.62,4402.438,4677.55,309.4033,30.0,5869.918
2020,Nordeste,RN,2406908.0,Lucrécia,Municipal,Superior,31.0,70.96774,4159.345,4414.77,4388.192,4624.99,308.2555,30.0,5850.922
2020,Nordeste,RN,2407005.0,Luís Gomes,Municipal,Total,77.0,100.0,2502.76,3730.87,3605.089,4456.71,1134.294,30.3871,4745.552
2020,Nordeste,RN,2407005.0,Luís Gomes,Municipal,Superior,71.0,100.0,2589.42,3747.17,3676.664,4525.05,1143.656,30.41958,4834.602
2020,Nordeste,RN,2407005.0,Luís Gomes,Municipal,Sem Superior,6.0,100.0,2486.6,2595.83,2752.15,3182.46,493.8827,30.0,3669.533
2020,Nordeste,RN,2407104.0,Macaíba,Municipal,Total,403.0,99.00744,4222.66,4594.24,4508.691,4638.31,633.3436,30.04761,6002.062
2020,Nordeste,RN,2407104.0,Macaíba,Municipal,Superior,384.0,98.95833,4222.66,4594.24,4499.774,4638.31,643.868,30.04983,5989.749
2020,Nordeste,RN,2407104.0,Macaíba,Municipal,Sem Superior,19.0,100.0,4594.24,4594.24,4700.135,4807.22,272.357,30.0,6266.847
2020,Nordeste,RN,2407203.0,Macau,Municipal,Total,173.0,94.79769,3695.05,3834.11,3864.553,4488.74,859.1122,30.80636,5017.864
2020,Nordeste,RN,2407203.0,Macau,Municipal,Superior,167.0,95.80838,3695.05,3793.321,3866.838,4495.6,861.6014,30.81392,5019.599
2020,Nordeste,RN,2407203.0,Macau,Municipal,Sem Superior,6.0,66.66667,3143.39,4099.54,3772.398,4434.06,746.0864,30.50132,4947.193
2020,Nordeste,RN,2407252.0,Major Sales,Municipal,Total,41.0,97.56098,2448.47,2448.47,3169.735,4233.6,884.0927,29.76319,4259.94
2020,Nordeste,RN,2407252.0,Major Sales,Municipal,Superior,36.0,97.22222,2448.47,2448.47,3136.792,4233.6,882.4266,29.72821,4220.627
2020,Nordeste,RN,2407252.0,Major Sales,Municipal,Sem Superior,5.0,100.0,2448.47,3584.0,3392.762,3760.89,862.8193,30.0,4523.683
2020,Nordeste,RN,2407302.0,Marcelino Vieira,Municipal,Total,72.0,98.61111,3205.04,3673.05,3211.137,3955.76,1140.288,38.30986,3352.805
2020,Nordeste,RN,2407302.0,Marcelino Vieira,Municipal,Superior,65.0,98.46154,3371.05,3756.615,3258.921,3955.76,1130.377,38.4375,3391.398
2020,Nordeste,RN,2407302.0,Marcelino Vieira,Municipal,Sem Superior,7.0,100.0,1044.5,3454.05,2774.256,3686.25,1137.659,37.14286,2987.66
2020,Nordeste,RN,2407401.0,Martins,Municipal,Total,73.0,100.0,2852.79,3177.93,2975.582,3280.71,588.9434,30.07104,3958.069
2020,Nordeste,RN,2407401.0,Martins,Municipal,Superior,67.0,100.0,2852.79,3236.37,3049.954,3280.71,481.4717,30.07543,4056.407
2020,Nordeste,RN,2407401.0,Martins,Municipal,Sem Superior,6.0,100.0,983.125,983.125,1771.15,2593.46,818.3144,30.0,2361.533
2020,Nordeste,RN,2407500.0,Maxaranguape,Municipal,Total,149.0,95.30201,1283.41,1283.41,1872.815,3011.77,920.1072,34.76621,2154.753
2020,Nordeste,RN,2407500.0,Maxaranguape,Municipal,Superior,85.0,94.11765,1283.41,1454.32,2142.667,3238.33,975.8055,33.25354,2577.37
2020,Nordeste,RN,2407500.0,Maxaranguape,Municipal,Sem Superior,64.0,96.875,1035.89,1283.41,1506.685,1386.09,685.9081,36.81858,1636.874
2020,Nordeste,RN,2407708.0,Montanhas,Municipal,Total,87.0,97.70115,4042.25,4301.83,4265.347,4644.88,1048.024,20.69461,8244.364
2020,Nordeste,RN,2407708.0,Montanhas,Municipal,Superior,83.0,97.59036,4087.49,4371.64,4291.296,4644.88,1065.67,20.72878,8280.845
2020,Nordeste,RN,2407708.0,Montanhas,Municipal,Sem Superior,4.0,100.0,3574.175,3691.61,3737.938,3901.7,220.0322,20.0,7475.875
2020,Nordeste,RN,2407807.0,Monte Alegre,Municipal,Total,232.0,95.68966,4039.76,4939.64,4205.234,5762.14,1949.481,31.47315,5344.535
2020,Nordeste,RN,2407807.0,Monte Alegre,Municipal,Superior,169.0,98.22485,4397.79,5137.21,4471.251,5762.14,1784.642,31.19723,5732.882
2020,Nordeste,RN,2407807.0,Monte Alegre,Municipal,Sem Superior,63.0,88.88889,604.24,1045.0,2435.869,4756.69,2072.013,33.3084,2925.231
2020,Nordeste,RN,2407906.0,Monte das Gameleiras,Municipal,Total,40.0,100.0,989.37,4273.53,3299.864,4988.975,1933.507,37.525,3517.51
2020,Nordeste,RN,2407906.0,Monte das Gameleiras,Municipal,Superior,39.0,100.0,989.37,4273.53,3359.17,4989.61,1921.879,37.46154,3586.793
2020,Nordeste,RN,2408003.0,Mossoró,Municipal,Total,956.0,97.90795,4766.068,5447.66,5322.917,5856.53,1279.658,32.85107,6481.271
2020,Nordeste,RN,2408003.0,Mossoró,Municipal,Superior,904.0,98.11947,4917.48,5454.49,5380.801,5876.655,1250.503,32.91661,6538.706
2020,Nordeste,RN,2408003.0,Mossoró,Municipal,Sem Superior,52.0,94.23077,3239.89,3516.95,4168.674,4904.3,1307.449,31.54412,5286.151
2020,Nordeste,RN,2408102.0,Natal,Municipal,Total,2487.0,99.1154,2753.93,3547.22,3622.841,4138.48,970.3347,22.81112,6352.763
2020,Nordeste,RN,2408102.0,Natal,Municipal,Superior,2471.0,99.10967,2753.93,3572.42,3624.446,4138.48,969.9367,22.79361,6360.461
2020,Nordeste,RN,2408102.0,Natal,Municipal,Sem Superior,16.0,100.0,3002.68,3002.68,3373.761,3243.205,999.4679,25.52941,5286.076
2020,Nordeste,RN,2408201.0,Nísia Floresta,Municipal,Total,250.0,96.8,3642.88,3642.88,4274.725,5129.55,1428.614,30.26317,5650.069
2020,Nordeste,RN,2408201.0,Nísia Floresta,Municipal,Superior,232.0,96.55172,3642.88,3642.88,4252.168,4864.3,1424.831,30.22693,5626.993
2020,Nordeste,RN,2408201.0,Nísia Floresta,Municipal,Sem Superior,18.0,100.0,3035.75,4695.0,4658.944,5875.28,1438.233,30.88046,6034.811
2020,Nordeste,RN,2408300.0,Nova Cruz,Municipal,Total,207.0,99.51691,3669.33,4220.72,3942.364,4952.83,1510.228,30.19109,5223.216
2020,Nordeste,RN,2408300.0,Nova Cruz,Municipal,Superior,132.0,99.24242,4028.15,4423.73,4349.791,5077.53,1231.756,30.21903,5757.684
2020,Nordeste,RN,2408300.0,Nova Cruz,Municipal,Sem Superior,75.0,100.0,1041.13,3952.76,3121.72,4525.855,1676.594,30.1348,4143.673
2020,Nordeste,RN,2408409.0,Olho d'Água do Borges,Municipal,Total,44.0,100.0,1181.94,1181.94,2051.682,3175.31,1339.467,27.31992,3003.935
2020,Nordeste,RN,2408409.0,Olho d'Água do Borges,Municipal,Superior,44.0,100.0,1181.94,1181.94,2051.682,3175.31,1339.467,27.31992,3003.935
2020,Nordeste,RN,2408508.0,Ouro Branco,Municipal,Total,25.0,96.0,2762.44,3284.47,3384.63,3968.08,716.3028,30.0,4512.84
2020,Nordeste,RN,2408508.0,Ouro Branco,Municipal,Superior,24.0,95.83333,2762.44,3284.47,3412.593,3968.08,719.7009,30.0,4550.125
2020,Nordeste,RN,2408607.0,Paraná,Municipal,Total,43.0,72.09302,4506.21,5475.25,5092.548,5852.85,825.384,43.68254,4663.234
2020,Nordeste,RN,2408607.0,Paraná,Municipal,Superior,23.0,95.65217,5475.25,5475.25,5346.019,6022.73,799.7272,43.55556,4909.609
2020,Nordeste,RN,2408706.0,Paraú,Municipal,Total,45.0,93.33333,3902.864,4220.46,4182.448,4508.47,456.951,31.12426,5375.161
2020,Nordeste,RN,2408706.0,Paraú,Municipal,Superior,42.0,95.2381,3902.864,4296.01,4209.909,4508.47,441.5802,31.18012,5400.76
2020,Nordeste,RN,2408805.0,Parazinho,Municipal,Total,53.0,75.4717,2813.99,2813.99,4259.493,6348.51,1822.668,34.29752,4967.698
2020,Nordeste,RN,2408805.0,Parazinho,Municipal,Superior,46.0,80.43478,2813.99,2813.99,4280.975,6348.51,1832.971,34.375,4981.498
2020,Nordeste,RN,2408904.0,Parelhas,Municipal,Total,111.0,97.2973,3499.52,3849.47,3887.172,4794.51,1120.255,30.16874,5153.906
2020,Nordeste,RN,2408904.0,Parelhas,Municipal,Superior,107.0,98.13084,3499.52,4108.44,3905.04,4794.51,1115.164,30.17112,5177.189
2020,Nordeste,RN,2408904.0,Parelhas,Municipal,Sem Superior,4.0,75.0,2917.23,2917.23,2617.204,2917.23,654.4991,30.0,3489.606
2020,Nordeste,RN,2408953.0,Rio do Fogo,Municipal,Total,106.0,97.16981,1303.67,4072.56,3440.615,5028.47,1846.345,31.79919,4327.928
2020,Nordeste,RN,2408953.0,Rio do Fogo,Municipal,Superior,79.0,100.0,1408.73,4372.94,3810.554,5110.06,1768.657,30.9217,4929.294
2020,Nordeste,RN,2408953.0,Rio do Fogo,Municipal,Sem Superior,27.0,88.88889,1256.67,1420.2,2185.471,3436.11,1523.853,34.77635,2513.743
2020,Nordeste,RN,2409100.0,Passa e Fica,Municipal,Total,115.0,94.78261,1219.68,2508.25,2093.439,2742.41,752.3319,27.05114,3095.528
2020,Nordeste,RN,2409100.0,Passa e Fica,Municipal,Superior,84.0,94.04762,1297.24,2539.27,2297.903,2812.99,701.5994,26.16281,3513.236
2020,Nordeste,RN,2409100.0,Passa e Fica,Municipal,Sem Superior,31.0,96.77419,1200.0,1233.33,1516.873,1322.46,568.9359,29.55617,2052.868
2020,Nordeste,RN,2409209.0,Passagem,Municipal,Total,41.0,75.60976,2928.43,3127.45,2853.165,3163.83,783.0812,30.54208,3736.7
2020,Nordeste,RN,2409209.0,Passagem,Municipal,Superior,29.0,89.65517,3127.45,3127.45,2980.548,3163.83,627.3889,30.14868,3954.466
2020,Nordeste,RN,2409308.0,Patu,Municipal,Total,85.0,92.94118,992.58,992.58,2754.157,4502.46,1937.872,30.0,3672.21
2020,Nordeste,RN,2409308.0,Patu,Municipal,Superior,72.0,94.44444,992.58,3652.95,2995.713,4987.135,1944.223,30.0,3994.284
2020,Nordeste,RN,2409308.0,Patu,Municipal,Sem Superior,13.0,84.61538,992.58,992.58,1260.904,992.58,1006.191,30.0,1681.205
2020,Nordeste,RN,2409332.0,Santa Maria,Municipal,Total,54.0,92.59259,4894.0,5002.75,4858.187,5220.27,767.4751,39.4369,4927.555
2020,Nordeste,RN,2409332.0,Santa Maria,Municipal,Superior,44.0,90.90909,4894.0,5002.75,4939.45,5220.27,566.2973,39.32318,5024.466
2020,Nordeste,RN,2409332.0,Santa Maria,Municipal,Sem Superior,10.0,100.0,4894.0,5002.75,4455.787,5002.75,1312.666,40.0,4455.787
2020,Nordeste,RN,2409407.0,Pau dos Ferros,Municipal,Total,122.0,96.72131,3716.41,4584.97,4553.696,5028.55,858.1151,29.32203,6211.978
2020,Nordeste,RN,2409407.0,Pau dos Ferros,Municipal,Superior,114.0,96.49123,3766.9,4602.79,4621.612,5028.55,799.7494,29.36364,6295.695
2020,Nordeste,RN,2409407.0,Pau dos Ferros,Municipal,Sem Superior,8.0,100.0,2782.89,3612.07,3619.841,3716.41,1063.643,28.75,5036.301
2020,Nordeste,RN,2409506.0,Pedra Grande,Municipal,Total,53.0,90.56604,1196.12,5176.35,3927.461,5592.45,1964.637,40.25,3903.067
2020,Nordeste,RN,2409506.0,Pedra Grande,Municipal,Superior,44.0,93.18182,1814.73,5188.29,4240.814,5592.45,1864.956,40.29268,4210.009
2020,Nordeste,RN,2409506.0,Pedra Grande,Municipal,Sem Superior,9.0,77.77778,1196.12,1196.12,2092.11,3705.92,1466.993,40.0,2092.11
2020,Nordeste,RN,2409605.0,Pedra Preta,Municipal,Total,32.0,93.75,1045.0,4057.43,3668.986,5500.23,1956.815,27.29287,5377.208
2020,Nordeste,RN,2409605.0,Pedra Preta,Municipal,Superior,22.0,90.90909,1185.992,5092.8,4057.562,5500.23,2059.201,27.49654,5902.65
2020,Nordeste,RN,2409605.0,Pedra Preta,Municipal,Sem Superior,10.0,100.0,1045.0,3631.55,2777.113,3879.03,1320.365,26.8254,4141.021
2020,Nordeste,RN,2409704.0,Pedro Avelino,Municipal,Total,74.0,100.0,3370.98,4045.17,3701.155,4045.17,1255.461,30.7881,4808.553
2020,Nordeste,RN,2409704.0,Pedro Avelino,Municipal,Superior,63.0,100.0,3370.98,4045.17,3813.103,4045.17,1268.674,30.85158,4943.802
2020,Nordeste,RN,2409704.0,Pedro Avelino,Municipal,Sem Superior,11.0,100.0,2162.96,2696.78,3043.86,3897.51,935.2743,30.41534,4003.059
2020,Nordeste,RN,2409803.0,Pedro Velho,Municipal,Total,122.0,97.54098,1189.09,4119.58,3714.497,5556.07,2215.761,38.93924,3815.684
2020,Nordeste,RN,2409803.0,Pedro Velho,Municipal,Superior,118.0,97.45763,1189.09,4165.09,3734.207,5556.07,2234.034,39.02756,3827.252
2020,Nordeste,RN,2409803.0,Pedro Velho,Municipal,Sem Superior,4.0,100.0,1800.0,3985.8,3045.217,4218.93,1299.005,35.94059,3389.167
2020,Nordeste,RN,2409902.0,Pendências,Municipal,Total,106.0,99.0566,1063.63,2758.614,2938.857,4649.62,1897.588,34.54837,3402.601
2020,Nordeste,RN,2409902.0,Pendências,Municipal,Superior,95.0,98.94737,1063.63,2972.083,3031.646,4699.42,1907.01,34.68549,3496.155
2020,Nordeste,RN,2409902.0,Pendências,Municipal,Sem Superior,11.0,100.0,1063.63,1092.0,2053.458,3309.1,1546.839,33.23993,2471.073
2020,Nordeste,RN,2410009.0,Pilões,Municipal,Total,28.0,100.0,3462.17,3715.77,3894.534,4500.665,795.0407,40.0,3894.534
2020,Nordeste,RN,2410009.0,Pilões,Municipal,Superior,26.0,100.0,3462.17,3715.77,3906.759,4588.32,822.1314,40.0,3906.759
2020,Nordeste,RN,2410108.0,Poço Branco,Municipal,Total,89.0,98.8764,1558.65,4540.45,3997.491,5233.39,1907.507,30.21848,5291.453
2020,Nordeste,RN,2410108.0,Poço Branco,Municipal,Superior,66.0,98.48485,4324.24,4746.83,4580.491,5233.39,1524.545,30.12914,6081.144
2020,Nordeste,RN,2410108.0,Poço Branco,Municipal,Sem Superior,23.0,100.0,835.98,1003.28,2102.122,4341.84,1792.812,30.50891,2756.077
2020,Nordeste,RN,2410207.0,Portalegre,Municipal,Total,62.0,100.0,2070.65,2960.13,2983.701,3711.69,782.5095,30.625,3897.079
2020,Nordeste,RN,2410207.0,Portalegre,Municipal,Superior,61.0,100.0,2066.73,2996.44,2996.045,3711.69,782.489,30.63492,3911.935
2020,Nordeste,RN,2410256.0,Porto do Mangue,Municipal,Total,82.0,90.2439,3088.07,3764.61,3478.912,4130.43,1023.697,39.68421,3506.595
2020,Nordeste,RN,2410256.0,Porto do Mangue,Municipal,Superior,49.0,100.0,3379.44,3937.245,3718.962,4156.97,866.3218,39.55056,3761.223
2020,Nordeste,RN,2410256.0,Porto do Mangue,Municipal,Sem Superior,33.0,75.75758,1918.13,3111.79,2911.713,4108.43,1137.055,40.0,2911.713
2020,Nordeste,RN,2410306.0,Serra Caiada,Municipal,Total,91.0,98.9011,3080.45,4670.26,4052.472,5604.32,1653.494,30.32967,5344.564
2020,Nordeste,RN,2410306.0,Serra Caiada,Municipal,Superior,87.0,100.0,3156.71,4670.26,4132.449,5604.32,1613.49,30.22727,5468.504
2020,Nordeste,RN,2410306.0,Serra Caiada,Municipal,Sem Superior,4.0,75.0,1044.5,1044.5,1706.483,3030.45,936.1858,33.33333,2047.78
2020,Nordeste,RN,2410405.0,Pureza,Municipal,Total,95.0,90.52632,3997.25,4522.615,4185.641,5047.98,1203.381,31.03033,5395.549
2020,Nordeste,RN,2410405.0,Pureza,Municipal,Superior,73.0,93.15068,3997.25,4456.08,4200.374,5047.98,1158.334,31.05489,5410.258
2020,Nordeste,RN,2410405.0,Pureza,Municipal,Sem Superior,22.0,81.81818,4019.46,4601.92,4114.698,5047.98,1397.975,30.91205,5324.394
2020,Nordeste,RN,2410504.0,Rafael Fernandes,Municipal,Total,32.0,84.375,3887.22,3895.68,3861.641,4298.15,868.1938,40.0,3861.641
2020,Nordeste,RN,2410504.0,Rafael Fernandes,Municipal,Superior,25.0,92.0,3887.22,3887.23,3823.863,4298.15,926.3039,40.0,3823.863
2020,Nordeste,RN,2410603.0,Rafael Godeiro,Municipal,Total,54.0,94.44444,1960.0,3788.82,3603.743,4996.74,1623.339,32.15686,4482.705
2020,Nordeste,RN,2410603.0,Rafael Godeiro,Municipal,Superior,45.0,97.77778,1960.0,4095.525,3772.236,5050.915,1614.88,32.5,4642.752
2020,Nordeste,RN,2410603.0,Rafael Godeiro,Municipal,Sem Superior,9.0,77.77778,1096.72,1960.0,2544.646,3880.56,1227.712,30.0,3392.861
2020,Nordeste,RN,2410702.0,Riacho da Cruz,Municipal,Total,29.0,100.0,2383.14,2486.48,2708.013,3195.53,779.1297,40.0,2708.013
2020,Nordeste,RN,2410702.0,Riacho da Cruz,Municipal,Superior,29.0,100.0,2383.14,2486.48,2708.013,3195.53,779.1297,40.0,2708.013
2020,Nordeste,RN,2410801.0,Riacho de Santana,Municipal,Total,36.0,97.22222,1495.0,4215.79,3426.607,4582.38,1599.0,30.26087,4529.423
2020,Nordeste,RN,2410801.0,Riacho de Santana,Municipal,Superior,28.0,100.0,3745.67,4531.06,3905.849,4861.45,1366.086,30.31915,5152.979
2020,Nordeste,RN,2410801.0,Riacho de Santana,Municipal,Sem Superior,8.0,87.5,1196.0,1196.0,1281.429,1495.0,135.0744,30.0,1708.571
2020,Nordeste,RN,2410900.0,Riachuelo,Municipal,Total,51.0,96.07843,3727.46,4049.2,3944.287,4197.44,420.86,31.79592,4962.004
2020,Nordeste,RN,2410900.0,Riachuelo,Municipal,Superior,51.0,96.07843,3727.46,4049.2,3944.287,4197.44,420.86,31.79592,4962.004
2020,Nordeste,RN,2411007.0,Rodolfo Fernandes,Municipal,Total,48.0,95.83333,3194.34,3356.98,3416.601,4139.86,972.2194,31.07554,4397.8
2020,Nordeste,RN,2411007.0,Rodolfo Fernandes,Municipal,Superior,43.0,95.34884,3225.52,3390.73,3559.964,4152.65,879.0405,30.69973,4638.43
2020,Nordeste,RN,2411007.0,Rodolfo Fernandes,Municipal,Sem Superior,5.0,100.0,1283.75,2928.02,2270.878,2989.92,920.2411,34.07895,2665.432
2020,Nordeste,RN,2411056.0,Tibau,Municipal,Total,33.0,100.0,2030.325,4674.85,3916.756,5613.58,1821.409,29.87298,5244.548
2020,Nordeste,RN,2411056.0,Tibau,Municipal,Superior,26.0,100.0,2046.969,5245.79,4321.595,5613.58,1749.175,29.57757,5844.422
2020,Nordeste,RN,2411056.0,Tibau,Municipal,Sem Superior,7.0,100.0,2008.338,2008.338,1982.443,2046.969,158.8022,31.2844,2534.737
2020,Nordeste,RN,2411106.0,Ruy Barbosa,Municipal,Total,38.0,92.10526,2984.33,3540.44,3375.472,3907.94,767.8705,30.60665,4411.422
2020,Nordeste,RN,2411106.0,Ruy Barbosa,Municipal,Superior,34.0,94.11765,3235.81,3540.44,3483.383,4057.7,677.4527,30.49881,4568.549
2020,Nordeste,RN,2411106.0,Ruy Barbosa,Municipal,Sem Superior,4.0,75.0,2231.79,2231.79,2007.994,2257.67,477.6084,31.97324,2512.093
2020,Nordeste,RN,2411205.0,Santa Cruz,Municipal,Total,145.0,97.24138,2321.77,4691.69,4235.749,5251.84,1520.423,30.25394,5600.261
2020,Nordeste,RN,2411205.0,Santa Cruz,Municipal,Superior,136.0,97.79412,2321.77,4701.44,4243.31,5251.84,1555.137,30.19251,5621.673
2020,Nordeste,RN,2411205.0,Santa Cruz,Municipal,Sem Superior,9.0,88.88889,3412.17,4201.47,4104.72,4540.38,665.7412,31.31868,5242.52
2020,Nordeste,RN,2411403.0,Santana do Matos,Municipal,Total,110.0,92.72727,3170.46,3688.37,3663.934,4213.545,703.7974,31.9575,4586.008
2020,Nordeste,RN,2411403.0,Santana do Matos,Municipal,Superior,95.0,94.73684,3408.16,3820.72,3726.249,4214.61,686.7226,32.08884,4644.916
2020,Nordeste,RN,2411403.0,Santana do Matos,Municipal,Sem Superior,15.0,80.0,2491.24,3272.02,3163.58,3651.9,635.9532,30.90293,4094.86
2020,Nordeste,RN,2411502.0,Santo Antônio,Municipal,Total,114.0,99.12281,4314.13,4677.335,4375.372,5531.71,1600.102,30.74557,5692.361
2020,Nordeste,RN,2411502.0,Santo Antônio,Municipal,Superior,91.0,100.0,4478.62,4891.13,4734.695,5531.71,1271.472,30.56764,6195.695
2020,Nordeste,RN,2411502.0,Santo Antônio,Municipal,Sem Superior,23.0,95.65217,1002.42,1295.18,2650.575,4750.325,1869.615,31.59966,3355.194
2020,Nordeste,RN,2411601.0,São Bento do Norte,Municipal,Total,46.0,97.82609,2164.61,2344.99,2840.998,3652.97,986.0508,30.85639,3682.864
2020,Nordeste,RN,2411601.0,São Bento do Norte,Municipal,Superior,33.0,96.9697,2192.18,3269.59,3131.078,3860.15,909.9669,30.25668,4139.355
2020,Nordeste,RN,2411601.0,São Bento do Norte,Municipal,Sem Superior,13.0,100.0,2164.61,2164.61,2117.124,2164.61,773.4997,32.35294,2617.535
2020,Nordeste,RN,2411700.0,São Bento do Trairí,Municipal,Total,33.0,90.90909,2988.64,3468.4,3429.797,3729.78,582.7635,30.0,4573.062
2020,Nordeste,RN,2411700.0,São Bento do Trairí,Municipal,Superior,32.0,93.75,2988.64,3468.4,3429.797,3729.78,582.7635,30.0,4573.062
2020,Nordeste,RN,2411809.0,São Fernando,Municipal,Total,36.0,100.0,3908.96,4556.06,4398.468,4858.32,1772.003,30.08817,5847.438
2020,Nordeste,RN,2411809.0,São Fernando,Municipal,Superior,32.0,100.0,3908.96,4556.06,4378.852,4858.32,1878.487,30.09922,5819.224
2020,Nordeste,RN,2411809.0,São Fernando,Municipal,Sem Superior,4.0,100.0,4473.665,4564.425,4554.983,4636.3,103.8458,30.0,6073.31
2020,Nordeste,RN,2411908.0,São Francisco do Oeste,Municipal,Total,48.0,100.0,1519.8,1519.8,2448.832,3776.57,1288.067,40.0,2448.832
2020,Nordeste,RN,2411908.0,São Francisco do Oeste,Municipal,Superior,32.0,100.0,1519.8,1519.8,2671.106,4350.87,1387.359,40.0,2671.106
2020,Nordeste,RN,2411908.0,São Francisco do Oeste,Municipal,Sem Superior,16.0,100.0,1519.8,1519.8,1998.66,1699.8,904.6441,40.0,1998.66
2020,Nordeste,RN,2412005.0,São Gonçalo do Amarante,Municipal,Total,563.0,99.28952,2594.95,3311.88,3468.706,4167.27,1094.636,30.98916,4477.315
2020,Nordeste,RN,2412005.0,São Gonçalo do Amarante,Municipal,Superior,513.0,99.22027,2598.88,3311.88,3490.262,4167.28,1097.35,30.97364,4507.397
2020,Nordeste,RN,2412005.0,São Gonçalo do Amarante,Municipal,Sem Superior,50.0,100.0,2573.88,3228.43,3250.506,3984.39,1041.96,31.14634,4174.494
2020,Nordeste,RN,2412104.0,São João do Sabugi,Municipal,Total,39.0,97.4359,3139.87,3776.41,3763.078,4324.15,1016.328,33.79404,4454.133
2020,Nordeste,RN,2412104.0,São João do Sabugi,Municipal,Superior,37.0,97.2973,3120.28,3419.635,3728.68,4137.64,1034.504,34.01146,4385.204
2020,Nordeste,RN,2412203.0,São José de Mipibu,Municipal,Total,324.0,91.66667,3709.16,3944.06,3842.527,4169.36,578.6166,20.44923,7516.229
2020,Nordeste,RN,2412203.0,São José de Mipibu,Municipal,Superior,278.0,92.08633,3759.77,3948.39,3901.961,4178.29,501.7095,20.34957,7669.865
2020,Nordeste,RN,2412203.0,São José de Mipibu,Municipal,Sem Superior,46.0,89.13043,2792.74,3647.57,3315.592,3909.37,873.1832,21.33286,6216.875
2020,Nordeste,RN,2412302.0,São José do Campestre,Municipal,Total,93.0,84.94624,4482.8,4827.27,4575.298,5015.88,1013.953,30.90637,5921.495
2020,Nordeste,RN,2412302.0,São José do Campestre,Municipal,Superior,79.0,91.13924,4666.28,4964.28,4775.709,5041.28,675.9577,30.38961,6285.976
2020,Nordeste,RN,2412401.0,São José do Seridó,Municipal,Total,47.0,95.74468,2558.53,2611.2,2888.307,3559.08,849.574,29.96331,3855.791
2020,Nordeste,RN,2412401.0,São José do Seridó,Municipal,Superior,42.0,95.2381,2558.53,2641.5,3035.271,3566.3,704.1444,29.93265,4056.133
2020,Nordeste,RN,2412401.0,São José do Seridó,Municipal,Sem Superior,5.0,100.0,673.7,1400.0,1713.873,2558.53,987.7114,30.20833,2269.404
2020,Nordeste,RN,2412500.0,São Miguel,Municipal,Total,178.0,87.07865,4064.88,4922.87,4932.187,5923.45,1005.945,38.0097,5190.451
2020,Nordeste,RN,2412500.0,São Miguel,Municipal,Superior,178.0,87.07865,4064.88,4922.87,4932.187,5923.45,1005.945,38.0097,5190.451
2020,Nordeste,RN,2412559.0,São Miguel do Gostoso,Municipal,Total,118.0,98.30508,1400.0,3294.58,3128.527,4178.72,1479.058,34.183,3660.915
2020,Nordeste,RN,2412559.0,São Miguel do Gostoso,Municipal,Superior,108.0,99.07407,1400.0,3400.28,3161.497,4181.93,1484.627,34.28774,3688.195
2020,Nordeste,RN,2412559.0,São Miguel do Gostoso,Municipal,Sem Superior,10.0,90.0,1200.0,2828.28,2715.468,3177.2,1340.373,32.87081,3304.412
2020,Nordeste,RN,2412609.0,São Paulo do Potengi,Municipal,Total,113.0,92.0354,3036.82,4140.71,3855.555,5208.84,1704.477,33.91155,4547.778
